Surat,Ayat,Sentence #,Kata,Label
,,,ada,O
,,,orang,O
,,,yang,O
,,,bendoa,O
,,,ya,O
,,,tuhan,O
,,,kami,O
,,,berilah,O
,,,kami,O
,,,kebaikan,O
,,,di,O
,,,dunia,O
,,,dan,O
,,,tiadalah,O
,,,baginya,O
,,,bahagian,O
,,,yang,O
,,,menyenangkan,O
,,,di,O
,,,akhirat,O
2,201,Sentence: 208,dan,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,ada,O
,,,orang,B-PER
,,,yang,I-PER
,,,berdoa,I-PER
,,,ya,O
,,,tuhan,O
,,,kami,O
,,,berilah,O
,,,kami,O
,,,kebaikan,O
,,,di,O
,,,dunia,O
,,,dan,O
,,,kebaikan,O
,,,di,O
,,,akhirat,O
,,,dan,O
,,,peliharalah,O
,,,kami,O
,,,dari,O
,,,siksa,O
,,,neraka,O
2,202,Sentence: 209,mereka,O
,,,itulah,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,mendapat,I-PER
,,,bahagian,I-PER
,,,daripada,O
,,,yang,O
,,,mereka,O
,,,usahakan,O
,,,dan,O
,,,allah,O
,,,sangat,O
,,,cepat,O
,,,perhitungan-nya,O
2,203,Sentence: 210,dan,O
,,,berdzikirlah,O
,,,dengan,O
,,,menyebut,O
,,,allah,O
,,,dalam,O
,,,beberapa,O
,,,hari,O
,,,yang,O
,,,berbilang,O
,,,barangsiapa,O
,,,yang,O
,,,ingin,O
,,,cepat,O
,,,berangkat,O
,,,dari,O
,,,mina,O
,,,sesudah,O
,,,dua,O
,,,hari,O
,,,maka,O
,,,tiada,O
,,,dosa,O
,,,baginya,O
,,,dan,O
,,,barangsiapa,O
,,,yang,O
,,,ingin,O
,,,menangguhkan,O
,,,keberangkatannya,O
,,,dari,O
,,,dua,O
,,,hari,O
,,,itu,O
,,,maka,O
,,,tidak,O
,,,ada,O
,,,dosa,O
,,,pula,O
,,,baginya,O
,,,bagi,O
,,,orang,O
,,,yang,O
,,,bertakwa,O
,,,dan,O
,,,bertakwalah,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,ketahuilah,O
,,,bahwa,O
,,,kamu,O
,,,akan,O
,,,dikumpulkan,O
,,,kepada-nya,O
2,204,Sentence: 211,dan,O
,,,di,O
,,,antara,O
,,,manusia,O
,,,ada,O
,,,orang,O
,,,yang,O
,,,ucapannya,O
,,,tentang,O
,,,kehidupan,O
,,,dunia,O
,,,menarik,O
,,,hatimu,O
,,,dan,O
,,,dipersaksikannya,O
,,,kepada,O
,,,allah,O
,,,atas,O
,,,kebenaran,O
,,,isi,O
,,,hatinya,O
,,,padahal,O
,,,ia,O
,,,adalah,O
,,,penantang,O
,,,yang,O
,,,paling,O
,,,keras,O
2,205,Sentence: 212,dan,O
,,,apabila,O
,,,ia,O
,,,berpaling,O
,,,dari,O
,,,kamu,O
,,,ia,O
,,,berjalan,O
,,,di,O
,,,bumi,O
,,,untuk,O
,,,mengadakan,O
,,,kerusakan,O
,,,padanya,O
,,,dan,O
,,,merusak,O
,,,tanam-tanaman,O
,,,dan,O
,,,binatang,O
,,,ternak,O
,,,dan,O
,,,allah,O
,,,tidak,O
,,,menyukai,O
,,,kebinasaan,O
2,206,Sentence: 213,dan,O
,,,apabila,O
,,,dikatakan,O
,,,kepadanya,O
,,,bertakwalah,O
,,,kepada,O
,,,allah,O
,,,bangkitlah,O
,,,kesombongannya,O
,,,yang,O
,,,menyebabkannya,O
,,,berbuat,O
,,,dosa,O
,,,maka,O
,,,cukuplah,O
,,,balasannya,O
,,,neraka,O
,,,jahannam,O
,,,dan,O
,,,sungguh,O
,,,neraka,O
,,,jahannam,O
,,,itu,O
,,,tempat,O
,,,tinggal,O
,,,yang,O
,,,seburuk-buruknya,O
2,207,Sentence: 214,dan,O
,,,di,O
,,,antara,O
,,,manusia,O
,,,ada,O
,,,orang,O
,,,yang,O
,,,mengorbankan,O
,,,dirinya,O
,,,karena,O
,,,mencari,O
,,,keridhaan,O
,,,allah,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,penyantun,O
,,,kepada,O
,,,hamba-hamba-nya,O
2,208,Sentence: 215,hai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,masuklah,O
,,,kamu,O
,,,ke,O
,,,dalam,O
,,,islam,O
,,,keseluruhan,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,turut,O
,,,langkah-langkah,O
,,,syaitan,O
,,,sesungguhnya,O
,,,syaitan,O
,,,itu,O
,,,musuh,O
,,,yang,O
,,,nyata,O
,,,bagimu,O
2,209,Sentence: 216,tetapi,O
,,,jika,O
,,,kamu,O
,,,menyimpang,O
,,,dari,O
,,,jalan,O
,,,allah,O
,,,sesudah,O
,,,datang,O
,,,kepadamu,O
,,,bukti-bukti,O
,,,kebenaran,O
,,,maka,O
,,,ketahuilah,O
,,,bahwasanya,O
,,,allah,O
,,,maha,O
,,,perkasa,O
,,,lagi,O
,,,maha,O
,,,bijaksana,O
2,210,Sentence: 217,tiada,O
,,,yang,O
,,,mereka,O
,,,nanti-nantikan,O
,,,melainkan,O
,,,datangnya,O
,,,allah,O
,,,dan,O
,,,malaikat,O
,,,pada,O
,,,hari,O
,,,kiamat,O
,,,dalam,O
,,,naungan,O
,,,awan,O
,,,dan,O
,,,diputuskanlah,O
,,,perkaranya,O
,,,dan,O
,,,hanya,O
,,,kepada,O
,,,allah,O
,,,dikembalikan,O
,,,segala,O
,,,urusan,O
2,211,Sentence: 218,tanyakanlah,O
,,,kepada,O
,,,bani,B-PER
,,,israil,I-PER
,,,berapa,O
,,,banyaknya,O
,,,tanda-tanda,O
,,,kebenaran,O
,,,yang,O
,,,nyata,O
,,,yang,O
,,,telah,O
,,,kami,O
,,,berikan,O
,,,kepada,O
,,,mereka,O
,,,dan,O
,,,barangsiapa,O
,,,yang,O
,,,menukar,O
,,,nikmat,O
,,,allah,O
,,,setelah,O
,,,datang,O
,,,nikmat,O
,,,itu,O
,,,kepadanya,O
,,,maka,O
,,,sesungguhnya,O
,,,allah,O
,,,sangat,O
,,,keras,O
,,,siksa-nya,O
2,212,Sentence: 219,kehidupan,O
,,,dunia,O
,,,dijadikan,O
,,,indah,O
,,,dalam,O
,,,pandangan,O
,,,orang-orang,B-PER
,,,kafir,I-PER
,,,dan,O
,,,mereka,O
,,,memandang,O
,,,hina,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,padahal,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,bertakwa,I-PER
,,,itu,O
,,,lebih,O
,,,mulia,O
,,,daripada,O
,,,mereka,O
,,,di,O
,,,hari,O
,,,kiamat,O
,,,dan,O
,,,allah,O
,,,memberi,O
,,,rezeki,O
,,,kepada,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,dikehendaki-nya,I-PER
,,,tanpa,I-PER
,,,batas,I-PER
2,213,Sentence: 220,manusia,O
,,,itu,O
,,,adalah,O
,,,umat,O
,,,yang,O
,,,satu,O
,,,setelah,O
,,,timbul,O
,,,perselisihan,O
,,,maka,O
,,,allah,O
,,,mengutus,O
,,,para,O
,,,nabi,O
,,,sebagai,O
,,,pemberi,O
,,,peringatan,O
,,,dan,O
,,,allah,O
,,,menurunkan,O
,,,bersama,O
,,,mereka,O
,,,kitab,O
,,,yang,O
,,,benar,O
,,,untuk,O
,,,memberi,O
,,,keputusan,O
,,,di,O
,,,antara,O
,,,manusia,O
,,,tentang,O
,,,perkara,O
,,,yang,O
,,,mereka,O
,,,perselisihkan,O
,,,tidaklah,O
,,,berselisih,O
,,,tentang,O
,,,kitab,O
,,,itu,O
,,,melainkan,O
,,,orang,O
,,,yang,O
,,,telah,O
,,,didatangkan,O
,,,kepada,O
,,,mereka,O
,,,kitab,O
,,,yaitu,O
,,,setelah,O
,,,datang,O
,,,kepada,O
,,,mereka,O
,,,keterangan-keterangan,O
,,,yang,O
,,,nyata,O
,,,karena,O
,,,dengki,O
,,,antara,O
,,,mereka,O
,,,sendiri,O
,,,maka,O
,,,allah,O
,,,memberi,O
,,,petunjuk,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,kepada,O
,,,kebenaran,O
,,,tentang,O
,,,hal,O
,,,yang,O
,,,mereka,O
,,,perselisihkann,O
,,,itu,O
,,,dengan,O
,,,kehendak-nya,O
,,,dan,O
,,,allah,O
,,,selalu,O
,,,memberi,O
,,,petunjuk,O
,,,orang,O
,,,yang,O
,,,dikehendaki-nya,O
,,,kepada,O
,,,jalan,O
,,,yang,O
,,,lurus,O
2,214,Sentence: 221,apakah,O
,,,kamu,O
,,,mengira,O
,,,bahwa,O
,,,kamu,O
,,,akan,O
,,,masuk,O
,,,surga,O
,,,padahal,O
,,,belum,O
,,,datang,O
,,,kepadamu,O
,,,cobaan,O
,,,sebagaimana,O
,,,halnya,O
,,,orang-orang,B-PER
,,,terdahulu,I-PER
,,,sebelum,I-PER
,,,kamu,I-PER
,,,mereka,O
,,,ditimpa,O
,,,oleh,O
,,,malapetaka,O
,,,dan,O
,,,kesengsaraan,O
,,,serta,O
,,,digoncangkan,O
,,,dengan,O
,,,bermacam-macam,O
,,,cobaan,O
,,,sehingga,O
,,,berkatalah,O
,,,rasul,O
,,,dan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,bersamanya,O
,,,bilakah,O
,,,datangnya,O
,,,pertolongan,O
,,,allah?,O
,,,ingatlah,O
,,,sesungguhnya,O
,,,pertolongan,O
,,,allah,O
,,,itu,O
,,,amat,O
,,,dekat,O
2,215,Sentence: 222,mereka,O
,,,bertanya,O
,,,tentang,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,nafkahkan,O
,,,jawablah,O
,,,apa,O
,,,saja,O
,,,harta,O
,,,yang,O
,,,kamu,O
,,,nafkahkan,O
,,,hendaklah,O
,,,diberikan,O
,,,kepada,O
,,,ibu-bapak,O
,,,kaum,O
,,,kerabat,O
,,,anak-anak,O
,,,yatim,O
,,,orang-orang,B-PER
,,,miskin,I-PER
,,,dan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,sedang,I-PER
,,,dalam,I-PER
,,,perjalanan,I-PER
,,,dan,O
,,,apa,O
,,,saja,O
,,,kebaikan,O
,,,yang,O
,,,kamu,O
,,,buat,O
,,,maka,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,mengetahuinya,O
2,216,Sentence: 223,diwajibkan,O
,,,atas,O
,,,kamu,O
,,,berperang,O
,,,padahal,O
,,,berperang,O
,,,itu,O
,,,adalah,O
,,,sesuatu,O
,,,yang,O
,,,kamu,O
,,,benci,O
,,,boleh,O
,,,jadi,O
,,,kamu,O
,,,membenci,O
,,,sesuatu,O
,,,padahal,O
,,,ia,O
,,,amat,O
,,,baik,O
,,,bagimu,O
,,,dan,O
,,,boleh,O
,,,jadi,O
,,,pula,O
,,,kamu,O
,,,menyukai,O
,,,sesuatu,O
,,,padahal,O
,,,ia,O
,,,amat,O
,,,buruk,O
,,,bagimu,O
,,,allah,O
,,,mengetahui,O
,,,sedang,O
,,,kamu,O
,,,tidak,O
,,,mengetahui,O
2,217,Sentence: 224,mereka,O
,,,bertanya,O
,,,kepadamu,O
,,,tentang,O
,,,berperang,O
,,,pada,O
,,,bulan,O
,,,haram,O
,,,katakanlah,O
,,,berperang,O
,,,dalam,O
,,,bulan,O
,,,itu,O
,,,adalah,O
,,,dosa,O
,,,besar,O
,,,tetapi,O
,,,menghalangi,O
,,,manusia,O
,,,dari,O
,,,jalan,O
,,,allah,O
,,,kafir,O
,,,kepada,O
,,,allah,O
,,,menghalangi,O
,,,masuk,O
,,,masjidilharam,O
,,,dan,O
,,,mengusir,O
,,,penduduknya,O
,,,dari,O
,,,sekitarnya,O
,,,lebih,O
,,,besar,O
,,,dosanya,O
,,,di,O
,,,sisi,O
,,,allah,O
,,,dan,O
,,,berbuat,O
,,,fitnah,O
,,,lebih,O
,,,besar,O
,,,dosanya,O
,,,daripada,O
,,,membunuh,O
,,,mereka,O
,,,tidak,O
,,,henti-hentinya,O
,,,memerangi,O
,,,kamu,O
,,,sampai,O
,,,mereka,O
,,,dapat,O
,,,mengembalikan,O
,,,kamu,O
,,,dari,O
,,,agamamu,O
,,,kepada,O
,,,kekafiran,O
,,,seandainya,O
,,,mereka,O
,,,sanggup,O
,,,barangsiapa,O
,,,yang,O
,,,murtad,O
,,,di,O
,,,antara,O
,,,kamu,O
,,,dari,O
,,,agamanya,O
,,,lalu,O
,,,dia,O
,,,mati,O
,,,dalam,O
,,,kekafiran,O
,,,maka,O
,,,mereka,O
,,,itulah,O
,,,yang,O
,,,sia-sia,O
,,,amalannya,O
,,,di,O
,,,dunia,O
,,,dan,O
,,,di,O
,,,akhirat,O
,,,dan,O
,,,mereka,O
,,,itulah,O
,,,penghuni,O
,,,neraka,O
,,,mereka,O
,,,kekal,O
,,,di,O
,,,dalamnya,O
2,218,Sentence: 225,sesungguhnya,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,orang-orang,B-PER
,,,yang,I-PER
,,,berhijrah,I-PER
,,,dan,I-PER
,,,berjihad,I-PER
,,,di,I-PER
,,,jalan,I-PER
,,,allah,I-PER
,,,mereka,O
,,,itu,O
,,,mengharapkan,O
,,,rahmat,O
,,,allah,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,pengampun,O
,,,lagi,O
,,,maha,O
,,,penyayang,O
2,219,Sentence: 226,mereka,O
,,,bertanya,O
,,,kepadamu,O
,,,tentang,O
,,,khamar,O
,,,dan,O
,,,judi,O
,,,katakanlah,O
,,,pada,O
,,,keduanya,O
,,,terdapat,O
,,,dosa,O
,,,yang,O
,,,besar,O
,,,dan,O
,,,beberapa,O
,,,manfaat,O
,,,bagi,O
,,,manusia,O
,,,tetapi,O
,,,dosa,O
,,,keduanya,O
,,,lebih,O
,,,besar,O
,,,dari,O
,,,manfaatnya,O
,,,dan,O
,,,mereka,O
,,,bertanya,O
,,,kepadamu,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,nafkahkan,O
,,,katakanlah,O
,,,yang,O
,,,lebih,O
,,,dari,O
,,,keperluan,O
,,,demikianlah,O
,,,allah,O
,,,menerangkan,O
,,,ayat-ayat-nya,O
,,,kepadamu,O
,,,supaya,O
,,,kamu,O
,,,berfikir,O
2,220,Sentence: 227,tentang,O
,,,dunia,O
,,,dan,O
,,,akhirat,O
,,,dan,O
,,,mereka,O
,,,bertanya,O
,,,kepadamu,O
,,,tentang,O
,,,anak,O
,,,yatim,O
,,,katakalah,O
,,,mengurus,O
,,,urusan,O
,,,mereka,O
,,,secara,O
,,,patut,O
,,,adalah,O
,,,baik,O
,,,dan,O
,,,jika,O
,,,kamu,O
,,,bergaul,O
,,,dengan,O
,,,mereka,O
,,,maka,O
,,,mereka,O
,,,adalah,O
,,,saudaramu,O
,,,dan,O
,,,allah,O
,,,mengetahui,O
,,,siapa,O
,,,yang,O
,,,membuat,O
,,,kerusakan,O
,,,dari,O
,,,yang,O
,,,mengadakan,O
,,,perbaikan,O
,,,dan,O
,,,jikalau,O
,,,allah,O
,,,menghendaki,O
,,,niscaya,O
,,,dia,O
,,,dapat,O
,,,mendatangkan,O
,,,kesulitan,O
,,,kepadamu,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,perkasa,O
,,,lagi,O
,,,maha,O
,,,bijaksana,O
2,221,Sentence: 228,dan,O
,,,janganlah,O
,,,kamu,O
,,,menikahi,O
,,,wanita-wanita,B-PER
,,,musyrik,I-PER
,,,sebelum,O
,,,mereka,O
,,,beriman,O
,,,sesungguhnya,O
,,,wanita,O
,,,budak,O
,,,yang,O
,,,mukmin,O
,,,lebih,O
,,,baik,O
,,,dari,O
,,,wanita,O
,,,musyrik,O
,,,walaupun,O
,,,dia,O
,,,menarik,O
,,,hatimu,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,menikahkan,O
,,,orang-orang,B-PER
,,,musyrik,I-PER
,,,dengan,O
,,,wanita-wanita,B-PER
,,,mukmin,I-PER
,,,sebelum,O
,,,mereka,O
,,,beriman,O
,,,sesungguhnya,O
,,,budak,O
,,,yang,O
,,,mukmin,O
,,,lebih,O
,,,baik,O
,,,dari,O
,,,orang,O
,,,musyrik,O
,,,walaupun,O
,,,dia,O
,,,menarik,O
,,,hatimu,O
,,,mereka,O
,,,mengajak,O
,,,ke,O
,,,neraka,O
,,,sedang,O
,,,allah,O
,,,mengajak,O
,,,ke,O
,,,surga,O
,,,dan,O
,,,ampunan,O
,,,dengan,O
,,,izin-nya,O
,,,dan,O
,,,allah,O
,,,menerangkan,O
,,,ayat-ayat-nya,O
,,,perintah-perintah-nya,O
,,,kepada,O
,,,manusia,O
,,,supaya,O
,,,mereka,O
,,,mengambil,O
,,,pelajaran,O
2,222,Sentence: 229,mereka,O
,,,bertanya,O
,,,kepadamu,O
,,,tentang,O
,,,haidh,O
,,,katakanlah,O
,,,haidh,O
,,,itu,O
,,,adalah,O
,,,suatu,O
,,,kotoran,O
,,,oleh,O
,,,sebab,O
,,,itu,O
,,,hendaklah,O
,,,kamu,O
,,,menjauhkan,O
,,,diri,O
,,,dari,O
,,,wanita,O
,,,di,O
,,,waktu,O
,,,haidh,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,mendekati,O
,,,mereka,O
,,,sebelum,O
,,,mereka,O
,,,suci,O
,,,apabila,O
,,,mereka,O
,,,telah,O
,,,suci,O
,,,maka,O
,,,campurilah,O
,,,mereka,O
,,,itu,O
,,,di,O
,,,tempat,O
,,,yang,O
,,,diperintahkan,O
,,,allah,O
,,,kepadamu,O
,,,sesungguhnya,O
,,,allah,O
,,,menyukai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,bertaubat,I-PER
,,,dan,O
,,,menyukai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,mensucikan,I-PER
,,,diri,I-PER
2,223,Sentence: 230,isteri-isterimu,O
,,,adalah,O
,,,seperti,O
,,,tanah,O
,,,tempat,O
,,,kamu,O
,,,bercocok,O
,,,tanam,O
,,,maka,O
,,,datangilah,O
,,,tanah,O
,,,tempat,O
,,,bercocok-tanammu,O
,,,itu,O
,,,bagaimana,O
,,,saja,O
,,,kamu,O
,,,kehendaki,O
,,,dan,O
,,,kerjakanlah,O
,,,amal,O
,,,yang,O
,,,baik,O
,,,untuk,O
,,,dirimu,O
,,,dan,O
,,,bertakwalah,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,ketahuilah,O
,,,bahwa,O
,,,kamu,O
,,,kelak,O
,,,akan,O
,,,menemui-nya,O
,,,dan,O
,,,berilah,O
,,,kabar,O
,,,gembira,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
2,224,Sentence: 231,jangahlah,O
,,,kamu,O
,,,jadikan,O
,,,nama,O
,,,allah,O
,,,dalam,O
,,,sumpahmu,O
,,,sebagai,O
,,,penghalang,O
,,,untuk,O
,,,berbuat,O
,,,kebajikan,O
,,,bertakwa,O
,,,dan,O
,,,mengadakan,O
,,,ishlah,O
,,,di,O
,,,antara,O
,,,manusia,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,mendengar,O
,,,lagi,O
,,,maha,O
,,,mengetahui,O
2,225,Sentence: 232,allah,O
,,,tidak,O
,,,menghukum,O
,,,kamu,O
,,,disebabkan,O
,,,sumpahmu,O
,,,yang,O
,,,tidak,O
,,,dimaksud,O
,,,untuk,O
,,,bersumpah,O
,,,tetapi,O
,,,allah,O
,,,menghukum,O
,,,kamu,O
,,,disebabkan,O
,,,sumpahmu,O
,,,yang,O
,,,disengaja,O
,,,untuk,O
,,,bersumpah,O
,,,oleh,O
,,,hatimu,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,pengampun,O
,,,lagi,O
,,,maha,O
,,,penyantun,O
2,226,Sentence: 233,kepada,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,meng-ilaa',I-PER
,,,isterinya,I-PER
,,,diberi,O
,,,tangguh,O
,,,empat,O
,,,bulan,O
,,,lamanya,O
,,,kemudian,O
,,,jika,O
,,,mereka,O
,,,kembali,O
,,,kepada,O
,,,isterinya,O
,,,maka,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,pengampun,O
,,,lagi,O
,,,maha,O
,,,penyayang,O
2,227,Sentence: 234,dan,O
,,,jika,O
,,,mereka,O
,,,berazam,O
,,,bertetap,O
,,,hati,O
,,,untuk,O
,,,talak,O
,,,maka,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,mendengar,O
,,,lagi,O
,,,maha,O
,,,mengetahui,O
2,228,Sentence: 235,wanita-wanita,B-PER
,,,yang,I-PER
,,,ditalak,I-PER
,,,handaklah,O
,,,menahan,O
,,,diri,O
,,,menunggu,O
,,,tiga,O
,,,kali,O
,,,quru',O
,,,tidak,O
,,,boleh,O
,,,mereka,O
,,,menyembunyikan,O
,,,apa,O
,,,yang,O
,,,diciptakan,O
,,,allah,O
,,,dalam,O
,,,rahimnya,O
,,,jika,O
,,,mereka,O
,,,beriman,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,hari,O
,,,akhirat,O
,,,dan,O
,,,suami-suaminya,O
,,,berhak,O
,,,merujukinya,O
,,,dalam,O
,,,masa,O
,,,menanti,O
,,,itu,O
,,,jika,O
,,,mereka,O
,,,para,O
,,,suami,O
,,,menghendaki,O
,,,ishlah,O
,,,dan,O
,,,para,O
,,,wanita,O
,,,mempunyai,O
,,,hak,O
,,,yang,O
,,,seimbang,O
,,,dengan,O
,,,kewajibannya,O
,,,menurut,O
,,,cara,O
,,,yang,O
,,,ma'ruf,O
,,,akan,O
,,,tetapi,O
,,,para,O
,,,suami,O
,,,mempunyai,O
,,,satu,O
,,,tingkatan,O
,,,kelebihan,O
,,,daripada,O
,,,isterinya,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,perkasa,O
,,,lagi,O
,,,maha,O
,,,bijaksana,O
2,229,Sentence: 236,talak,O
,,,yang,O
,,,dapat,O
,,,dirujuki,O
,,,dua,O
,,,kali,O
,,,setelah,O
,,,itu,O
,,,boleh,O
,,,rujuk,O
,,,lagi,O
,,,dengan,O
,,,cara,O
,,,yang,O
,,,ma'ruf,O
,,,atau,O
,,,menceraikan,O
,,,dengan,O
,,,cara,O
,,,yang,O
,,,baik,O
,,,tidak,O
,,,halal,O
,,,bagi,O
,,,kamu,O
,,,mengambil,O
,,,kembali,O
,,,sesuatu,O
,,,dari,O
,,,yang,O
,,,telah,O
,,,kamu,O
,,,berikan,O
,,,kepada,O
,,,mereka,O
,,,kecuali,O
,,,kalau,O
,,,keduanya,O
,,,khawatir,O
,,,tidak,O
,,,akan,O
,,,dapat,O
,,,menjalankan,O
,,,hukum-hukum,O
,,,allah,O
,,,jika,O
,,,kamu,O
,,,khawatir,O
,,,bahwa,O
,,,keduanya,O
,,,suami,O
,,,isteri,O
,,,tidak,O
,,,dapat,O
,,,menjalankan,O
,,,hukum-hukum,O
,,,allah,O
,,,maka,O
,,,tidak,O
,,,ada,O
,,,dosa,O
,,,atas,O
,,,keduanya,O
,,,tentang,O
,,,bayaran,O
,,,yang,O
,,,diberikan,O
,,,oleh,O
,,,isteri,O
,,,untuk,O
,,,menebus,O
,,,dirinya,O
,,,itulah,O
,,,hukum-hukum,O
,,,allah,O
,,,maka,O
,,,janganlah,O
,,,kamu,O
,,,melanggarnya,O
,,,barangsiapa,O
,,,yang,O
,,,melanggar,O
,,,hukum-hukum,O
,,,allah,O
,,,mereka,O
,,,itulah,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,zalim,I-PER
2,230,Sentence: 237,kemudian,O
,,,jika,O
,,,si,O
,,,suami,O
,,,mentalaknya,O
,,,sesudah,O
,,,talak,O
,,,yang,O
,,,kedua,O
,,,maka,O
,,,perempuan,O
,,,itu,O
,,,tidak,O
,,,lagi,O
,,,halal,O
,,,baginya,O
,,,hingga,O
,,,dia,O
,,,kawin,O
,,,dengan,O
,,,suami,O
,,,yang,O
,,,lain,O
,,,kemudian,O
,,,jika,O
,,,suami,O
,,,yang,O
,,,lain,O
,,,itu,O
,,,menceraikannya,O
,,,maka,O
,,,tidak,O
,,,ada,O
,,,dosa,O
,,,bagi,O
,,,keduanya,O
,,,bekas,O
,,,suami,O
,,,pertama,O
,,,dan,O
,,,isteri,O
,,,untuk,O
,,,kawin,O
,,,kembali,O
,,,jika,O
,,,keduanya,O
,,,berpendapat,O
,,,akan,O
,,,dapat,O
,,,menjalankan,O
,,,hukum-hukum,O
,,,allah,O
,,,itulah,O
,,,hukum-hukum,O
,,,allah,O
,,,diterangkan-nya,O
,,,kepada,O
,,,kaum,O
,,,yang,O
,,,mau,O
,,,mengetahui,O
2,231,Sentence: 238,apabila,O
,,,kamu,O
,,,mentalak,O
,,,isteri-isterimu,O
,,,lalu,O
,,,mereka,O
,,,mendekati,O
,,,akhir,O
,,,iddahnya,O
,,,maka,O
,,,rujukilah,O
,,,mereka,O
,,,dengan,O
,,,cara,O
,,,yang,O
,,,ma'ruf,O
,,,atau,O
,,,ceraikanlah,O
,,,mereka,O
,,,dengan,O
,,,cara,O
,,,yang,O
,,,ma'ruf,O
,,,pula,O
,,,janganlah,O
,,,kamu,O
,,,rujuki,O
,,,mereka,O
,,,untuk,O
,,,memberi,O
,,,kemudharatan,O
,,,karena,O
,,,dengan,O
,,,demikian,O
,,,kamu,O
,,,menganiaya,O
,,,mereka,O
,,,barangsiapa,O
,,,berbuat,O
,,,demikian,O
,,,maka,O
,,,sungguh,O
,,,ia,O
,,,telah,O
,,,berbuat,O
,,,zalim,O
,,,terhadap,O
,,,dirinya,O
,,,sendiri,O
,,,janganlah,O
,,,kamu,O
,,,jadikan,O
,,,hukum-hukum,O
,,,allah,O
,,,permainan,O
,,,dan,O
,,,ingatlah,O
,,,nikmat,O
,,,allah,O
,,,padamu,O
,,,dan,O
,,,apa,O
,,,yang,O
,,,telah,O
,,,diturunkan,O
,,,allah,O
,,,kepadamu,O
,,,yaitu,O
,,,al,O
,,,kitab,O
,,,dan,O
,,,al,O
,,,hikmah,O
,,,as,O
,,,sunnah,O
,,,allah,O
,,,memberi,O
,,,pengajaran,O
,,,kepadamu,O
,,,dengan,O
,,,apa,O
,,,yang,O
,,,diturunkan-nya,O
,,,itu,O
,,,dan,O
,,,bertakwalah,O
,,,kepada,O
,,,allah,O
,,,serta,O
,,,ketahuilah,O
,,,bahwasanya,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,segala,O
,,,sesuatu,O
2,232,Sentence: 239,apabila,O
,,,kamu,O
,,,mentalak,O
,,,isteri-isterimu,O
,,,lalu,O
,,,habis,O
,,,masa,O
,,,iddahnya,O
,,,maka,O
,,,janganlah,O
,,,kamu,O
,,,para,O
,,,wali,O
,,,menghalangi,O
,,,mereka,O
,,,kawin,O
,,,lagi,O
,,,dengan,O
,,,bakal,O
,,,suaminya,O
,,,apabila,O
,,,telah,O
,,,terdapat,O
,,,kerelaan,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,dengan,O
,,,cara,O
,,,yang,O
,,,ma'ruf,O
,,,itulah,O
,,,yang,O
,,,dinasehatkan,O
,,,kepada,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,di,O
,,,antara,O
,,,kamu,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,hari,O
,,,kemudian,O
,,,itu,O
,,,lebih,O
,,,baik,O
,,,bagimu,O
,,,dan,O
,,,lebih,O
,,,suci,O
,,,allah,O
,,,mengetahui,O
,,,sedang,O
,,,kamu,O
,,,tidak,O
,,,mengetahui,O
2,233,Sentence: 240,para,O
